,Timestamp,Open,High,Low,Close,Adj Close,Volume
0,2022-11-03 09:30:00,220.08999633789062,220.41000366210938,219.27999877929688,219.53489685058594,219.53489685058594,1153534
1,2022-11-03 09:33:00,219.28990173339844,220.0,219.22000122070312,219.9199981689453,219.9199981689453,603896
2,2022-11-03 09:34:00,219.89999389648438,220.02999877929688,219.24000549316406,219.2899932861328,219.2899932861328,216890
3,2022-11-03 09:35:00,219.24000549316406,219.52999877929688,219.11000061035156,219.2050018310547,219.2050018310547,142302
4,2022-11-03 09:36:00,219.19000244140625,219.38999938964844,218.61500549316406,218.80990600585938,218.80990600585938,191828
5,2022-11-03 09:37:00,218.7899932861328,218.97000122070312,218.61500549316406,218.85000610351562,218.85000610351562,107958
6,2022-11-03 09:38:00,218.83999633789062,219.1699981689453,218.38999938964844,219.03199768066406,219.03199768066406,127897
7,2022-11-03 09:39:00,218.99000549316406,219.27099609375,218.92999267578125,219.1501007080078,219.1501007080078,118116
8,2022-11-03 09:40:00,219.16000366210938,219.46499633789062,218.91000366210938,219.31500244140625,219.31500244140625,118705
9,2022-11-03 09:41:00,219.32679748535156,219.75,218.97999572753906,219.49000549316406,219.49000549316406,202270
10,2022-11-03 09:42:00,219.44000244140625,219.5399932861328,218.6999969482422,218.76499938964844,218.76499938964844,146743
11,2022-11-03 09:43:00,218.76499938964844,218.77000427246094,218.50999450683594,218.59500122070312,218.59500122070312,132641
12,2022-11-03 09:44:00,218.57659912109375,218.57659912109375,217.83999633789062,217.9600067138672,217.9600067138672,215259
13,2022-11-03 09:45:00,217.99000549316406,218.0399932861328,217.5,217.5,217.5,139293
14,2022-11-03 09:46:00,217.5,217.72999572753906,217.2899932861328,217.72000122070312,217.72000122070312,117989
15,2022-11-03 09:47:00,217.72000122070312,217.9600067138672,217.5,217.5,217.5,117791
16,2022-11-03 09:48:00,217.5,217.58900451660156,217.24000549316406,217.4499969482422,217.4499969482422,119730
17,2022-11-03 09:49:00,217.44000244140625,217.8300018310547,217.4149932861328,217.55999755859375,217.55999755859375,112792
